Word,POS
ಪ್ರಭಾವ,verb
ಕರಚ,verb
<END>,
<START>,
ಭಾರತೇರ,noun
ಮಹಾಕಾವ್ಯ,noun
ಮಹಾಭಾರತ,noun
ಸಾರಿ,adjective
ಸಮಾಜೇರ,noun
ಸಂಸ್ಕೃತಿ,noun
ಪರ,preposition
ಪ್ರಭಾವ,verb
ಕರಚ,verb
<END>,
<START>,
ದೊಯೀ,adjective
ಮಹಾಕಾವ್ಯನೋ,noun
ರಾಮಾಯಣ,noun
ಅನ,conjunction
ಮಹಾಭಾರತೆರ,noun
ಶಾಶ್ವತ,noun
ಪ್ರಭಾವ,verb
ವೇಮಲಿಚ,verb
<END>,
<START>,
ದೊಯೀ,adjective
ಮಹಾಕಾವ್ಯರ,noun
ಘಟನೆರ,noun
ತತ್ವನೂರ,noun
ಶಾಶ್ವತ,noun
ಪ್ರಭಾವ,verb
ವೇಮಲಿಚ,verb
<END>,
<START>,
ವೊ,pronoun
ರಾಮ,noun
ಅನ,conjunction
ಕೃಷ್ಣರ,noun
ಸರಿಕ,adjective
ಮಹಾನ್,noun
ನಾಯಕೆನೂರ,noun
ಬಗ್ಗೆ,conjunction
ಗೀದ,noun
ರಚಮಲೆಚ,verb
<END>,
<START>,
ವೊ,pronoun
ಮಹಾಕಾವ್ಯರ,noun
ಘಟನೇನೂರ,noun
ಆಧಾರೆರ,noun
ಪರ,preposition
ಮಲಕೆರ್,noun
ಗೀದ,noun
ರಚಮಲೆಚ,verb
<END>,
<START>,
ಇಂದ್ರ,noun
ಗೌತಮೇರ,noun
ವೇಷ,verb
ಘಾಲನ,verb
ಆಯೋ,verb
<END>,
<START>,
ವು,pronoun
ವೋರ,pronoun
ದುಶ್ಕ್ರುತ್ಯ,noun
ಪರ,preposition
ಜಿಝಕ್ರೊತೊ,verb
<END>,
<START>,
ಇಂದ್ರ,noun
ವೇಷ,verb
ಬದಲನ,verb
ಗೋತಮೇರ,noun
ಕುಟೀರೆನ,noun
ಆಯೋ,verb
<END>,
<START>,
ಇಂದ್ರ,noun
ದಿಗ್ಭ್ರಮೆತಿ,noun
ಜಮೀಪರ,noun
ಪಡೋ,verb
<END>,
<START>,
ಅಹಲ್ಯಾನ,noun
ವೋರ,pronoun
ಧಣಿ,noun
ಪಡಗೋಚ,verb
ಕೇನ,preposition
ಅನಸಾಯಿ,verb
<END>,
<START>,
ವು,pronoun
ವೊನ,pronoun
ಸಹಾಯ,verb
ಕರೇನ,verb
ಆಯಿ,verb
<END>,
<START>,
ವು,pronoun
ರೋರಿತಿ,verb
<END>,
<START>,
ವು,pronoun
ವೊನ,pronoun
ಕಾಂಯಿ,noun
ವೇಗೋ,noun
ಕೇನ,preposition
ಪೂಚಿ,verb
<END>,
<START>,
ವು,pronoun
ಅಹಲ್ಯಾನ,noun
ಮ,pronoun
ತೋನ,pronoun
ಬಯಸರೋಚು,verb
ಕೇನ,preposition
ಕೆ,verb
<END>,
<START>,
ಸಂತೇತಿ,noun
ಶ್ರಾಪಿತ,noun
ತಾರಾ,noun
ಶರೀರೆಪರ,noun
ಘಣ,adjective
ಘಾವ,noun
ವೇಣು,verb
<END>,
<START>,
ಇಂದ್ರ,noun
ಅಹಲ್ಯಾರ,noun
ಕನ್ನೇತಿ,adverb
ಧಾಸಗೊ,verb
<END>,
<START>,
ಸಂತ,noun
ಗೌತಮ,noun
ಹಂಗೊಳಿ,verb
ಕರೇನ,verb
ಗೆ,verb
<END>,
<START>,
ವು,pronoun
ಏಕ,adjective
ಭಾಟಾ,noun
ವೇಗಿ,verb
<END>,
<START>,
ಗೌತಮ,noun
ವೋರ,pronoun
ಅಹಲ್ಯಾನ,noun
ಸಾತ,adjective
ಸೌ,adjective
ವರ್ಸ,noun
ಭಾಟಾ,noun
ವೇನ್,verb
ರೇರ,verb
ಶ್ರಾಪ,noun
ದಿನೋ,verb
<END>,
<START>,
ಸಂತ,noun
ಗೌತಮ,noun
ಹಂಗೊಳಿ,verb
ಕರೇನ,verb
ಗೆ,verb
<END>,
<START>,
ಗೌತಮ,noun
ವೋರ,pronoun
ಕುಟೀರಾ,noun
ಮ,preposition
ರಾಮ,noun
ಲಕ್ಷಣೇರ,noun
ಸ್ವಾಗತ,verb
ಕಿದೋ,verb
<END>,
<START>,
ಗೌತಮ,noun
ವೋರ,pronoun
ಕುಟೀರಾ,noun
ನ,preposition
ವಿಶ್ವಾಮಿತ್ರೇನ,noun
ಸ್ವಾಗತ,verb
ಕಿದೋ,verb
<END>,
<START>,
ವಿಶ್ವಾಮಿತ್ರ,noun
ಎ,pronoun
ಸಾಕಿನ,noun
ಗೀದೇರ,noun
ಮುಖಾಂತರ,verb
ಕೆ,verb
<END>,
<START>,
ಜಾನಕಿತಿ,noun
ವಾಯಾ,verb
ಕರಮಲೋ,verb
ಜೋಣ,preposition
ರಾಮೇನ,noun
ಗೋತಮ,noun
ಆಶೀರ್ವಾದ,verb
ದಿನೋ,verb
<END>,
<START>,
ಪೆಹಲೆರ,noun
ಭಾಗೇಮ,noun
ಎ,pronoun
ಗೀದೇರ,noun
ಮೂಲ,noun
ಸಾಕಿ,noun
ಕೆಮಲೆಚ,verb
<END>,
<START>,
ವಿಶ್ವಾಮಿತ್ರೇರ,noun
ದೀನೇ,adjective
ಭಾಗೇಮ,noun
ಅಹಲ್ಯಾರ,noun
ವಿಮೋಚನೇರ,noun
ಸಾಕಿ,noun
ಕೆಮಲೆಚ,verb
<END>,
<START>,
ರಾಮೇರ,noun
ಹಾತೇತಿ,noun
ಯೇವಾಳಿ,noun
ಘಟನೇನೋ,noun
ಜಂಗಲೆಮ,noun
ರಚ,verb
<END>,
<START>,
ಜಾನಪದ,noun
ಕವಿನೂರ,noun
ಎ,pronoun
ನವೀನ,adjective
ಪ್ರಯೋಗ,noun
ಚ,verb
<END>,
<START>,
ಜಾನಪದ,noun
ಸಾಹಿತ್ಯಮ,noun
ಅಸ,adjective
ಬದಲಾವ,verb
ವಚ,verb
<END>,
<START>,
ಜಾನಪದ,noun
ಕವಿನೂರ,noun
ಸಮಾಜೇರ,noun
ಪ್ರೇಮ,noun
ವೂನೂರ,pronoun
ಉಪದೇಶೇತಿ,noun
ವ್ಯಕ್ತ,verb
ವಚ,verb
<END>,
<START>,
ಬಾಯಿಗೋಳೇರ,noun
ಪ್ರಲೋಭನೆರ,noun
ಅಂತ,noun
ಮಾಟಿರ,noun
ಕುಲ,noun
ವಿನಾಶೇಮ,verb
ವಚ,verb
<END>,
<START>,
ಅಸ,adjective
ಆಪತ್ತೇನ,noun
ಕೊಯಿ,noun
ಅವಕಾಶ,verb
ನ,verb
ದೇಣು,verb
<END>,
<START>,
ಅಸ,adjective
ಚೇತಾವನಿ,noun
ಕವಿ,noun
ಪೂರಾ,adjective
ಸಮಾಜೇರ,noun
ವಾಸ,preposition
ಘಣ,adjective
ಕಾಳಜಿ,noun
ಅನ,conjunction
ಸ್ನೇಹ,noun
ತಿ,preposition
ದಿನೋ,verb
<END>,
<START>,
ಐತಿಹಾಸಿಕ,noun
ಘಟನೆನುಪರ,noun
ರಜೋಣ,verb
ಗೀದೇನುನ,noun
ಐತಿಹಾಸಿಕ,noun
ಕಥಾ,noun
ಗೀದ,noun
ಮಾನಚ,verb
<END>,
<START>,
ರಜಪುತರ,noun
ಹೋರಾಟೇರ,noun
,
ಮಹತ್ವಪೂರ್ಣ,noun
ಘಟನೇನೋ,noun
ವೂನೂರ,pronoun
ಸಂಸ್ಕೃತಿಮ,noun
ಆಜ,adverb
ಭೀ,preposition
ಛ,verb
<END>,
<START>,
ಐತಿಹಾಸಿಕ,noun
ಘಟನೆನುಪರ,noun
ಅಸ,adjective
ಮಲಕೇರ,noun
ಗೀದೆ,noun
ರಚಮಲೆಚ,verb
<END>,
<START>,
ಎ,pronoun
ಗೀದೇನುಮ,noun
ದಸೆಕ,adjective
ಐತಿಹಾಸಿಕ,noun
ಘಟನೇನೋ,noun
ಚ,verb
ಅನ,conjunction
ಏ,pronoun
ಗಮನಾರ್ಹ,noun
ಚ,verb
<END>,
<START>,
ಚಿತ್ತೋಡಗಡ,noun
ಗಾಮೇಪರ,noun
ರಾಜಾ,noun
ಚಹ್ವಾಣೆರ,noun
ಶಾಸನ,noun
ವೇತ್ತಿ,verb
<END>,
<START>,
ರಾಜಾ,noun
ಚಹ್ವಾಣೆನ,noun
ನವಾಬ,noun
ಘಣ,adjective
ಕಿರಿಕಿರಿ,verb
ಕರತೋತೋ,verb
<END>,
<START>,
ವು,pronoun
ಗಾಮ,noun
ಛೋಡನ,verb
ಜಂಗಲೆಮ,noun
ರೇನ,verb
ದರಗೊ,verb
ಅನ,conjunction
ವತ್ತಜ,adverb
ಅಂತಿಮ,noun
ಸಾಸ್,verb
ಛೋಡೋ,verb
<END>,
<START>,
ಏಕ,adjective
ಬುಡ,adjective
ಡೋಕರಿ,noun
ಆನ,conjunction
ವೊ,pronoun
ಸೆ,noun
ಅಲೆಮಾರಿ,noun
ಭಿಕಾರಿ,noun
ಅನ,conjunction
ವೋನೂರ,pronoun
ಕೊಯಿ,noun
ಛೆನಿ,verb
ಕೇನ,preposition
ಕಿ,verb
<END>,
<START>,
ವೊ,pronoun
ವೂನೂರ,pronoun
ಬಾಪೇರ,noun
ವಿರುಧ್ಧ್,noun
ಬದಲಾ,noun
ಲೇರ,verb
ಸೋಗನ,verb
ಖಾದೆ,verb
<END>,
<START>,
ವು,pronoun
ವೂನೂರ,pronoun
ಬಾಪೇರ,noun
ಬಗ್ಗೆ,conjunction
ವೂನುನ,pronoun
ಕಿ,verb
<END>,
<START>,
ಚಿತ್ತೋಡಗಡೇರ,noun
ರಾಜಧಾನಿ,noun
ನವಾಬೇರ,noun
ಕಬ್ಜಾಮ,verb
ವೇತ್ತಿ,verb
<END>,
<START>,
ವೊ,pronoun
ಬದಲಾ,noun
ಲೇರ,verb
ಅನ,conjunction
ವೂನೂರ,pronoun
ರಾಜ್ಯ,noun
ಪರ,preposition
ಜಪ್ತಿ,verb
ಕರೆರ,verb
ಸೋಗನ,verb
ಖಾದೆ,verb
<END>,
<START>,
ವೊ,pronoun
ಜಂಗಲೇನುಮ,noun
ಹಿಂಡತೇಜ,verb
ರೇ,verb
<END>,
<START>,
ವೊ,pronoun
ಏಕ,adjective
ವೀರ,adjective
ನಾಯಕೆನೂರ,noun
ಗುಂಪ,noun
,
ಸಜ್ಜ,verb
ಕಿದೆ,verb
<END>,
<START>,
ವೂನೂರ,pronoun
ಸೇನಾ,noun
ಜಾಸ್ತ,adjective
ವೇತಿ,verb
ಗಿ,verb
<END>,
<START>,
ಸೋಳಹ,adjective
ಸೌ,adjective
ಸೈನಿಕೆನೂರ,noun
ಸೇನಾ,noun
ಲೇನ,verb
ದೀ,adjective
ಭಾಯಿ,noun
ನವಾಬೇ,noun
ಪರ,preposition
ಹಮಲಾ,verb
ಕಿದೆ,verb
<END>,
<START>,
ದೊಯೀ,adjective
ಭಾಯಿ,noun
ವೂನೂರ,pronoun
ರಾಜ್ಯರ,noun
ಮಾಂಗ,verb
ಕಿದೆ,verb
<END>,
<START>,
ನವಾಬ,noun
ಮಾನೋ,verb
ಕೋನಿ,verb
<END>,
<START>,
ವು,pronoun
ವೋರ,pronoun
ಭೇನ,noun
ಸೊನಲೆತಿ,noun
ವೊ,pronoun
ವಾಯಾ,verb
ಕರನು,verb
ಕೇನ,preposition
ವೂನುನ,pronoun
ಆದೇಶ,verb
ದಿನೋ,verb
<END>,
<START>,
ವೊ,pronoun
ಮಾನೆ,verb
ಕೋನಿ,verb
<END>,
<START>,
ನವಾಬ,noun
ವೂನುಪರ,pronoun
ರಿಸೆಮ,verb
ಆಯೋ,verb
ಅನ,cojunction
ವೂನುನ,pronoun
ಸತಾಯೆಲಗೊ,verb
<END>,
<START>,
ಯುಧ್ದಹೆರ,noun
ಆಹ್ವಾನ,verb
ಸಾಮಳನ,verb
<END>,
<START>,
ದಿಲ್ಲಿರ,noun
ನವಾಬೇತಿ,noun
<END>,
<START>,
ಘಣ,adjective
ಆಕ್ರೋಶ,verb
ವೇತ್ತಿ,verb
<END>,
<START>,
ಘೋಡಾನೋ,noun
ಸಜ್ಜ,verb
ಕಿದೆ,verb
<END>,
<START>,
ಪೂರಾ,adjective
ಸೇನಾ,noun
ಲೇನ,verb
ದಿಲ್ಲಿರ,noun
ಸಾಂವು,preposition
ಗೆ,verb
<END>,
<START>,
ಬಾಪೇರ,noun
ಬದಲಾ,noun
ಲೇರ,verb
ಹರ್ದೆ,verb
ಕಿದೆ,verb
<END>,
<START>,
ಅನ,cojunction
ಶತ್ರುನುನ,noun
ಲೋಯಿ,noun
ಲೋಯಿ,noun
ಕರನಾಕೆ,verb
<END>,
<START>,
ನವಾಬ,noun
ವೋರ,pronoun
ಪೂರಾ,noun
ಸೇನಾ,noun
ಜಂಗಲೇರ,noun
ಸಾಂವು,preposition
ಜಾಯೇನ,verb
ಕೆ,verb
<END>,
<START>,
ದೂಯಿ,adjective
ಭಾಯಿ,noun
ನವಾಬೇರ,noun
ಸೇನಾತಿ,noun
ಬಹಾದ್ದೂರಿ,adjective
ತಿ,preposition
ಲಡೆ,verb
ಅನ,cojunction
ಪೂರಿ,adjective
ಸೇನಾರ,noun
ವಿನಾಶ,verb
ಕಿದೆ,verb
<END>,
<START>,
ಪಣ,cojunction
ದೊಯೀ,adjective
ಭಾಯಿ,noun
ಫಸ್,verb
ಗೆ,verb
ಅನ,cojunction
ಮರಗೆ,verb
<END>,
<START>,
ಈ,pronoun
ಗೀದ,noun
ರಜಪುತೇನೂರ,noun
ಐತಿಹಾಸಿಕ,noun
ವಿಷಯ,noun
ಕಚ,verb
<END>,
<START>,
ರಾಜಾ,noun
ಫ್ರುತ್ವಿರಾಜ,noun
ಚಹ್ವಾಣೆರ,noun
ಪ್ರಮುಖನೋ,noun
ಉತ್ತರ,noun
ಭಾಗೇನುಮ,noun
ಶಾಸಕ,noun
ವೆತ್ತೆ,verb
<END>,
<START>,
ಚಿತ್ತೋಡಗಡೇರ,noun
ಕೋಟೆ,noun
ರಾಜಾ,noun
ಫ್ರುತ್ವಿರಾಜ,noun
ಚಹ್ವಾಣೆರ,noun
ಶಾಸನೇಮ,noun
ವೇತ್ತಿ,verb
<END>,
<START>,
ಈ,pronoun
ಭಾರತೇರ,noun
ಇತಿಹಾಸೇರ,noun
ದಾಖಲೆಚ,verb
<END>,
<START>,
ಆಂತರಿಕ,noun
ಲಡಾಯಿನುತಿ,noun
ಫ್ರುತ್ವಿರಾಜ,noun
ಚಹ್ವಾಣ,noun
ಅನ,cojunction
ಜಯಚಂದ,noun
ರಾಠೋಡ,noun
ದುಷ್ಮನ್,verb
ವೇಗೆ,verb
<END>,
<START>,
ಘೋರಿ,noun
ಮೊಹಬ್ಬತ್,noun
ವೂನೂರ,pronoun
ದುಶ್ಮನಿರ,noun
ಫಾಯದೋ,noun
ಲಿದೊ,verb
ಅನ,cojunction
ಪೂರಾ,adjective
,
ಇಲಾಖಾ,noun
ಪರ,preposition
ಕಬ್ಜ,verb
ಮಾರೋ,verb
<END>,
<START>,
ಫ್ರುತ್ವಿರಾಜ,noun
ಚಹ್ವಾಣ,noun
ಮರ್ಗೋ,verb
ಜೆರಪಚ,preposition
ವೋರ,pronoun
ಬೇಟಿಬೆಟಾ,noun
ವೂನೂರ,pronoun
ಕ್ಷೇತ್ರರ,noun
ವಾಸ,preposition
ಘಣ,adjective
ಸಂಘರ್ಷ,verb
ಕಿದೆ,verb
<END>,
<START>,
ಪಣ,conjunction
ವು,pronoun
ವ್ಯರ್ಥ,verb
ವೇತ್ತಿ,verb
<END>,
<START>,
ಈ,pronoun
ಐತಿಹಾಸಿಕ,noun
ಘಟನೇನೋ,noun
ಆಜೇರ,adverb
ಗೀದೇರ,noun
ಆಧಾರ,verb
ಚ,verb
<END>,
<START>,
ಫ್ರುಥ್ವಿರಾಜ,noun
ಅನ,conjunction
ಜಯಚಂದೇರ,noun
ನಾಮ,noun
ಉಲ್ಲೇಖ,noun
ಕಿದೇಕೊಂತಿ,verb
<END>,
<START>,
ಬರೆ,adverb
ಚಹ್ವಾಣ,noun
ಕೇನ,preposition
ಉಪನಾಮೇರ,noun
ಉಲ್ಲೇಖ,noun
ಕರಮಲೆಚ,verb
<END>,
<START>,
ಘೋರಿ,noun
ಮೊಹಮ್ಮದ,noun
ಏಕ,adjective
ಶಾಸಕ,noun
ವೆತ್ತೋ,verb
<END>,
<START>,
ಈ,pronoun
ಗೀದ,noun
ಘೋರಿ,noun
ಮೊಹಮ್ಮದೇರ,noun
ಅತ್ಯಾಚಾರಿ,adjective
ಶಾಸನೇರ,noun
ವರ್ಣನ,verb
ಕರಚ,verb
<END>,
<START>,
ಈ,pronoun
ಗೀದ,noun
ರಜಪುತೆನೂರ,noun
ವೀರತಾ,adjective
ನಿರೂಪಿಸಚ,verb
<END>,
<START>,
ಲಯ,noun
ರ,preposition
ಗಂಭಿರತಾ,noun
ಗೀದೇರ,noun
ಖೂಬಸುರತಿನ,noun
ಚಾರ,adjective
ಚಾಂದ,adjective
ಲಗಾಡಮಲಿಚ,verb
<END>,
<START>,
ಭಾಷಾ,noun
ರ,preposition
ಗಂಭಿರತಾ,noun
ಗೀದೇರ,noun
ಖೂಬಸುರತಿನ,noun
ಚಾರ,adjective
ಚಾಂದ,adjective
ಲಗಾಡಮಲಿಚ,verb
<END>,
<START>,
ಅತ,adverb
ವತ,adverb
ಬ್ಯಾಸರ,noun
ನ,verb
ವೇಣು,verb
ಕೇನ,preposition
ಪೆಹೆಲಿಯಾ,noun
ರ,preposition
ಪರಿಚಯ,verb
ಕರಮಲೆಚ,verb
<END>,
<START>,
ಈ,pronoun
ಯಕ್ಷಗಾನ,noun
ಕವಿರ,noun
ಶ್ರೇಷ್ಠ್ತತೆ,noun
ದಕಾಳಚ,verb
<END>,
<START>,
ಗೀದ,noun
ವೂನೂರ,pronoun
ದುಷ್ಮನೇರ,noun
ವಿರುಧ್ಧ,noun
ವೂನೂರ,pronoun
ವೀರ,adjective
ಯುದ್ಧೆರ,noun
,
ಪ್ರಶಂಸಾ,verb
,
ಕರಚ,verb
<END>,
<START>,
ವೀರ,adjective
ಯುದ್ಧೇನೂರ,noun
ಪ್ರಶಂಸೆ,verb
ಕರೆವಾಳ,verb
ಗೀದೆ,noun
ವೀರ,adjective
ಕಥಾ,noun
ಗೀದೆ,noun
ಚ,verb
<END>,
<START>,
ವೂನೂರ,pronoun
ಆದರ್ಶ,noun
ರ,preposition
ಪ್ರಶಂಸೆ,verb
ಕರಜೋಣ,verb
ಗೀದೇನುನ,noun
ವೀರ,noun
ಕಥಾ,noun
ಗೀದ,noun
ಕಚ,verb
<END>,
<START>,
ವೂನೂರ,pronoun
ಸಾಧನೆ,noun
ರ,preposition
ಪ್ರಶಂಸೆ,verb
ಕರಜೋಣ,verb
ಗೀದೇನುನ,noun
ವೀರ,noun
ಕಥಾ,noun
ಗೀದ,noun
ಕಚ,verb
<END>,
<START>,
ವೀರತಾ,noun
,
ರ,preposition
ಭಾವನಾನ,noun
ಸ್ಪಷ್ಟ,noun
ಉಲ್ಲೇಖ,verb
ಕರಮಲೆಚ,verb
<END>,
<START>,
ಆಹಾರಧಾನ್ಯರ,noun
ವಾಸ,preposition
ಭಟಕರೇ,verb
ಜೋಣ,preposition
ವ್ಯಾಪಾರಿ,verb
ವೆತ್ತೆ,verb
<END>,
<START>,
ವೂನುನ,pronoun
ಸಾಹಸಿಕ,adjective
ಅನ,conjunction
ವೀರ,conjunction
ಜೀವನ,noun
ಕಾಡೇರ,noun
ಅನಿವಾರ್ಯ,verb
ವೇತ್ತಿ,verb
<END>,
<START>,
ಜನಾ,adverb
ವೊ,pronoun
ವೂನೂರ,pronoun
ಪರಿವಾರೇರ,noun
ರಕ್ಷಾರ,noun
ವಾಸ,preposition
ಅನ,conjunction
ಭಾರೇರ,noun
ದುಶ್ಮನೇತಿ,noun
ಲಡೆನ್,verb
ತೈಯಾರ,verb
ರೇಣು,verb
ಪಡಿ,verb
<END>,
<START>,
ವೀರ,adjective
ಯೋದ್ಧಾನೂರ,noun
ಸಾಹಸೇರ,noun
ಗೀದೆ,noun
ಅಬ್ಬೆಲಗು,adverb
ಛ,verb
<END>,
<START>,
ವೀರ,adjective
ಯೋದ್ಧಾನೂರ,noun
ವೀರ,noun
ಗೀದೆ,noun
ಆಜ,adverb
ಭೀ,preposition
ಪ್ರಚಲಿತ,verb
ಚ,verb
<END>,
<START>,
ವೂನುಮ,pronoun
ಏಕ್,adjective
ಮಹತ್ವಪೂರ್ಣ,noun
ವಾತ,noun
ಅತ,adverb
ಹೇಟ,preposition
ದೇಮಲೇಚ,verb
<END>,
<START>,
ವೋರ,pronoun
ಯಾಡಿ,noun
ಖಾಣೊ,noun
ಲೇನ,verb
ಆಯಿ,verb
<END>,
<START>,
ವೋರ,pronoun
ಯಾಡಿ,noun
ವೊನ,pronoun
ಖಾಯೇನ,verb
ಜಬರ್ದಸ್ತಿ,verb
ಕಿದಿ,verb
<END>,
<START>,
ವೋರ,pronoun
ಯಾಡಿ,noun
ವೋರ,pronoun
ಹಟಾ,verb
ರ,preposition
ಕಾರಣ,conjunction
ಪೂಚಿ,verb
<END>,
<START>,
ಏ!,interjectin
ಯಾಡಿ,noun
ತು,pronoun
ಮಾರ,pronoun
ಸಗಾಯಿ,noun
ಕತ,adverb
ಕಿದಿಚಿ,verb
<END>,
<START>,
ಏ!,interjectin
ಮಾರ,pronoun
ಬುಡ,adjective
ಯಾಡಿ,noun
ಮನ,pronoun
ಖರೊ,verb
ಕ,verb
<END>,
<START>,
ಕಮಲಾ,noun
ನಗರೇರ,noun
ಸಮಲಾದೇವಿತಿ,noun
ಪಂಚ,adjective
ಸೆ,noun
ಭಳನ,verb
ಸಗಾಯಿ,verb
ಕರನಾಕೆ,verb
<END>,
<START>,
ಸಂಬಂಧಿನೂರ,noun
,
ಹಾಲತ,noun
ಠೀಕ,noun
ಛೆನಿ,verb
ಕೇನ,preposition
ವೋರ,pronoun
ಯಾಡಿ,noun
ಜನಾ,adverb
ಕಿ,verb
<END>,
<START>,
ಎರವಾಸ,pronoun
ದುಸರ,noun
ಛೋರೀತಿ,noun
ವಾಯಾ,verb
ಕರೆರೋ,verb
ಠೀಕ,noun
ರಚ,verb
<END>,
<START>,
ವು,pronoun
ದರಗೊ,verb
ಕತೋ,preposition
ಹೋಟೊ,noun
ಕನ್ನಾಯಿ,adverb
ಆವಾಳತೊ,verb
ಕೋನಿ,verb
<END>,
<START>,
ವೋರ,pronoun
ಉಪದೇಶೇರ,noun
ನಡುಜ,noun
ಹರಿದಾಸಲ,noun
ಜಾಯೇನ,verb
ನಿರ್ಧಾರ,verb
ಕಿದೋ,verb
<END>,
<START>,
ವು,pronoun
ಜಾನ,verb
ಸಮಲಾದೇವಿತಿ,noun
ವಾಯಾ,verb
ಕರಚ,verb
<END>,
<START>,
ವು,pronoun
ಕನ್ನಾಯಿಬಿ,adverb
ಪರಿವಾರೇರ,noun
ನಾಮ,noun
ಹಾಳ,verb
ಕರೆನಿ,verb
<END>,
<START>,
ವೂನೂರ,pronoun
ಆಶೀರ್ವಾದ,noun
ಮಾಂಗೋ,verb
<END>,
<START>,
ವೋರ,pronoun
ಯಾಡಿರ,noun
ವಾತ್ಸಲ್ಯ,noun
ಅನ,conjunction
ಬೇಟಾ,noun
ರ,preposition
ಹಟಾ,noun
ಗೀದೆಮ,noun
ವರ್ಣನ,verb
ಕರಮಲೆಚ,verb
<END>,
<START>,
ವೋರ,pronoun
ಬೇಟಾರ,noun
ಸುರಕ್ಷೆರ,noun
ವಾಸ,preposition
ವೋರ,pronoun
ಯಾಡಿರ,noun
ಚಿಂತ್ಯಾನ,noun
ಠೀಕ,noun
ಪ್ರಾಮುಖ್ಯತೆ,noun
ದೇಮಲೇಚ,verb
<END>,
<START>,
ದೊಪ್ಪೆರ,noun
ಸವಾರಿ,verb
ಕರತೋ,verb
ವೊನ,pronoun
ಪಾಣಿ,noun
ತರಸ,verb
ಲಾಗಿ,verb
<END>,
<START>,
ವು,pronoun
ಘೊಡೆಪರ,noun
ವೋರ,pronoun
ದುಸರ,noun
ತಾಂಡರಿರ,noun
ವಾವಡಿನ,noun
ಗೆ,verb
<END>,
<START>,
ವು,pronoun
ಪಾಣಿ,noun
ಪಿದೊ,verb
<END>,
<START>,
ವು,pronoun
ಘೊಡೆನ,noun
ಪಾಣಿ,noun
ಪರಾಯೋ,verb
<END>,
<START>,
ವು,pronoun
ಝಾಡೇರ,noun
ಶೀಳ,adjective
ಛೆನ್ಡಿಮ,noun
ಸುತೋ,verb
ಜನಾ,adverb
ವೊನ,pronoun
ಏಕ,adjective
ಸಾಪ,noun
ಕಾಟೊ,verb
<END>,
<START>,
ಸಾಪ,noun
ಜಾರೊ,verb
ಜನಾ,preposition
ಘೊಡೊ,noun
ದಿಟೋ,verb
<END>,
<START>,
ಝಾಡೇಪರ,noun
ವೆತ್ತೋ,verb
ಜೋಣ,preposition
ಕಾಗಲಾ,noun
ಹೇಟ,preposition
ಆಯೋ,verb
<END>,
<START>,
ಕಾಗಲಾ,noun
ಚೊನ್ಚ್,noun
ಮಾರನ,verb
ವೊನ,pronoun
ಜಗಾಡೋ,verb
<END>,
<START>,
ಕಾಗಲಾ,noun
ಬಚಾಡೋ,verb
ಜೋಣ,preposition
ಪೊಸಮಲೇಜೆ,noun
ಜಾನ್ವರೇನೂರ,noun
ಕಾಳಜಿ,noun
ಅನ,conjunction
ದಯಾ,adjective
ದಕಾಳಚ,verb
<END>,
<START>,
ಘೊಡೊ,noun
ಆಂಕಿತಿ,noun
ಆಸು,noun
ಕಾಡ,verb
ಜೋಣ,preposition
ಪೊಸಮಲೇಜೆ,noun
ಜಾನ್ವರೇನೂರ,noun
ಕಾಳಜಿ,noun
ಅನ,conjunction
ದಯಾ,adjective
ದಕಾಳಚ,verb
<END>,
<START>,
ಸಾತ,adjective
ಹೇಡಿರ,noun
ಸಾಪೇನ,noun
ಮಾರನ,verb
ವು,pronoun
ಆರಾಮ,verb
ಕಿದೋ,verb
<END>,
<START>,
ಲಾರ್ತಿ,adverb
ವು,pronoun
ಖಾಣೊ,noun
ಖಾದೊ,verb
<END>,
<START>,
ಲಾರ್ತಿ,adverb
ವು,pronoun
ಘೊಡೆಪರ,noun
ಬೇಸನ,verb
ಆಂಗ,adverb
ಚಾಲೋ,verb
<END>,
<START>,
ವು,pronoun
ಸೊ,adjective
ಭೀಲ,noun
ಲೋಗುನ,noun
ಭಳೋ,verb
<END>,
<START>,
ದಾಸಲ,noun
ವೂನೂರ,pronoun
ಜೋಡಿ,noun
ಯುದ್ಧ,noun
ಕರೇನ,verb
ಸ್ವಯಮ್,noun
ತೈಯಾರ,verb
ವೇ,verb
<END>,
<START>,
ಭಯಂಕರ,adjective
ಯುದ್ಧೇರ,noun
ಪಚ,adverb
ವು,pronoun
ವೂನುನ,pronoun
ಮಾರನಾಕೊ,verb
<END>,
<START>,
ಭಯಂಕರ,adjective
ಯುದ್ಧೇರ,noun
ಪಚ,adverb
ವು,pronoun
ವೂನೂರ,pronoun
ಸ್ಥಾನೇಪರ,noun
ಗೆ,verb
<END>,
<START>,
ವು,pronoun
ಮರಮಲೆ,verb
ಜೋಣ,preposition
ಭೀಲ,noun
ಲೋಗುರ,noun
ತಾಂಡರಿನುನ,noun
ಖಾಣೊ,noun
ಖಾಯೇನ,verb
ಬಲಾಯೋ,verb
<END>,
<START>,
ವು,pronoun
ವೂನೂರ,pronoun
,
ಧಣೀನೂರ,noun
ಹೆಣ,noun
ನ,preposition
ಏಕ್,adjective
ಸಲಾ,adverb
ದೇಕೇನ್,verb
ಕೆ,verb
<END>,
<START>,
